번호,야영장명,사업주체_구분,도,시군구,주소,연락처 앞자리,연락처 중간자리,연락처 끝자리,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
87,계룡산글램핑 파크오브드림,민간,충청남도,공주시,충남 공주시 반포면 동학사1로 46,41,960,1111,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2017-08-11,,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설","계곡 물놀이,산책로",39,0,0,39,여름물놀이,,불가능
88,계룡산동학사자동차야영장,국립공원,충청남도,공주시,충청남도 공주시 반포면 동학사2로 115-16 ,42,825,9597,0,22,0,0,0,0,5,0,0,8,0,0,22,0,0,2015-06-09,개별,"전기,무선인터넷",산책로,16,0,3,0,가을단풍명소,,불가능
89,계림정야영장,민간,경상남도,산청군,경남 산청군 삼장면 친환경로 967,,,,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2022-07-21,개별,"전기,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로",13,3,5,0,"낚시,여름물놀이,걷기길",,불가능
90,계명산 나무숲길 캠핑장,민간,충청북도,충주시,충북 충주시 용탄동 410,43,855,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-03-22,,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",,0,0,0,0,,,불가능
91,계명산 자연휴양림,지자체,경상북도,안동시,경상북도 안동시 길안면 고란리 산1-1,54,850,4700,17,0,0,0,0,0,2,2,3,2,4,4,0,0,0,2015-05-27,불가,"물놀이장,놀이터",산책로,0,0,0,0,"여름물놀이,가을단풍명소,걷기길",,불가능
92,계방산 오토캠핑장,지자체,강원도,평창군,강원도 평창군 용평면 이승복생가길 160 ,33,339,9016,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-25,개별,"전기,장작판매,온수",계곡 물놀이,50,0,0,0,가을단풍명소,,가능
93,고길동 캠핑장,민간,강원도,홍천군,강원도 홍천군 북방면 북방리 946,,,,50,0,0,0,0,0,7,0,0,10,0,0,50,0,0,2015-05-29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",계곡 물놀이,27,0,0,0,여름물놀이,"릴선,화로대",불가능
94,고대산캠핑리조트,민간,경기도,연천군,경기도 연천군 신서면 대광리 130-3,31,932,8188,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,2016-06-17,개별,"전기,온수,놀이터,운동장,운동시설","계곡 물놀이,운동장,강/물놀이",0,0,0,0,,,불가능
95,고라데이마을,민간,강원도,횡성군,강원 횡성군 청일면 봉명로 375-1,33,344,1004,15,0,0,0,0,0,4,0,0,5,0,0,15,0,0,2015-08-24,개별,"전기,무선인터넷,온수,산책로",계곡 물놀이,8,0,0,0,"여름물놀이,가을단풍명소",,불가능
96,고래숲관광농원,민간,경기도,안산시,경기 안산시 단원구 장불길 14 (대부남동),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-30,,,,0,0,0,0,,,불가능
97,고산 무궁화 오토캠핑장,지자체,전라북도,완주군,전북 완주군 고산면 고산휴양림로 89,63,290,2762,0,81,0,8,0,0,0,0,0,0,0,0,81,0,0,2013-08-28,개별,"전기,온수,놀이터,운동장",수영장,0,0,0,0,,,불가능
98,상족암군립공원 오토캠핑장,지자체,경상남도,고성군,경남 고성군 하이면 덕명5길 53-7,70,4252,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-21,개별,"온수,놀이터,운동시설",,0,0,0,0,,,불가능
99,웰니스,민간,경상남도,고성군,경남 고성군 삼산면 두포5길 193,,,,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-17,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트_편의점","산책로,낚시",35,0,0,5,"일출명소,일몰명소,낚시,여름물놀이",,불가능
100,고성잔디캠핑장,민간,경상남도,고성군,경남 고성군 하일면 용태리 479,,,,0,45,0,0,0,0,8,5,0,8,7,0,29,16,0,2017-06-01,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로,운동장,낚시,강/물놀이,농어촌체험시설",23,1,0,1,"일출명소,낚시,걷기길","릴선,화로대,난방기구,침낭",불가능
101,태백고원자연휴양림 야영장,국립공원,강원도,태백시,강원도 태백시 철암동 머리골길 153 ,33,582,7440,13,0,0,0,0,0,2,0,0,2,0,0,13,0,0,2015-08-03,개별,산책로,"계곡 물놀이,산책로",13,0,0,0,여름물놀이,,불가능
102,고인돌 펜션&캠핑장,민간,강원도,홍천군,강원도 홍천군 화촌면 구룡령로 578-10 ,33,432,3473,17,0,0,0,0,0,4,6,0,7,8,0,3,14,0,2015-06-05,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","청소년체험시설,어린이놀이시설",20,0,0,0,여름물놀이,"릴선,화로대",불가능
103,고향펜션캠핑,민간,경상북도,봉화군,경상북도 봉화군 소천면 고선리 558-1,54,673,8133,0,14,0,0,0,0,4,0,0,5,0,0,14,0,0,2017-07-24,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터","계곡 물놀이,산책로",14,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
104,곡성 키즈글램핑,지자체,전라남도,곡성군,전라남도 곡성군 죽곡면 오죽로 132 ,,,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-12,개별,마트_편의점,수영장,0,0,0,0,,,불가능
105,골체오름캠핑,지자체,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 번영로 1648-41,,,,6,0,0,0,0,0,5,0,0,7,0,0,6,0,0,2015-10-16,개별,"전기,무선인터넷,장작판매,온수,산책로,운동시설",산책로,12,0,0,0,,,불가능
106,곰섬야영장,민간,충청남도,태안군,충청남도 태안군 남면 신온리 903-34,,,,100,0,0,0,0,0,6,0,0,8,0,0,100,0,0,2016-08-13,개별,"전기,장작판매,온수,운동시설","산책로,수상레저,낚시,해수욕",35,0,0,0,여름물놀이,릴선,가능(소형견)
107,공릉관광지 캠핑장,지자체,경기도,파주시,경기도 파주시 조리읍 장곡로 218 ,31,945,2250,16,0,0,10,0,0,8,0,0,8,0,0,16,0,0,2016-07-21,개별,"전기,무선인터넷,온수","강/물놀이,농어촌체험시설",30,0,0,0,"액티비티,가을단풍명소",화로대,불가능
108,공작산계곡 오토캠핑장,민간,강원도,홍천군,강원도 홍천군 화촌면 당무로 545 ,33,433,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-12,개별,"전기,산책로",,0,0,0,0,,,불가능
109,공주계곡캠핑장,민간,충청남도,공주시,충남 공주시 사곡면 운정길 20,,,,20,0,0,0,0,0,6,5,5,1,8,7,0,0,0,2015-05-27,개별,"전기,무선인터넷,온수,트렘폴린,놀이터,산책로,운동시설","계곡 물놀이,산책로,운동장,낚시,어린이놀이시설",6,1,0,0,여름물놀이,"릴선,화로대",가능(소형견)
110,공주산림휴양마을,지자체,충청남도,공주시,충남 공주시 금학동 140-1 ,41,840,2573,20,0,0,0,0,0,5,6,0,3,4,0,10,10,0,2016-08-01,불가,"전기,놀이터,운동장,마트_편의점",강/물놀이,10,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
111,공주한옥마을 웅진오토캠핑장,지자체,충청남도,공주시,충청남도 공주시 웅진동 관광단지길 12 ,41,840,8900,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2014-02-18,개별,"전기,온수,놀이터,운동시설",산책로,0,0,0,0,"가을단풍명소,걷기길",,불가능
112,광교호수공원 가족캠핑장,지자체,경기도,수원시,경기도 수원시 영통구 하동 광교호수로 57 ,31,548,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-30,,"전기,온수,놀이터,운동시설",,0,0,0,0,,,불가능
113,광릉분재예술공원 캠핑장,지자체,경기도,포천시,경기도 포천시 소홀읍 직동리 281,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-04,,,,0,0,0,0,,,불가능
114,광릉솔개캠핑장,민간,경기도,포천시,경기 포천시 소흘읍 광릉수목원로779번길 120,31,544,1260,0,40,0,0,0,0,5,6,0,7,10,0,20,20,0,2015-12-17,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설","산책로,강/물놀이,청소년체험시설,농어촌체험시설",20,0,0,0,,"릴선,난방기구",불가능
115,광릉숲 이야기 캠핑장,민간,경기도,포천시,경기 포천시 소흘읍 직동길 44,,,,0,23,0,0,6,0,5,0,0,7,0,0,23,0,0,2016-01-14,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","강/물놀이,농어촌체험시설",30,0,0,10,"봄꽃여행,걷기길","릴선,난방기구",불가능
116,광명도덕산캠핑장,지자체,경기도,광명시,경기 광명시 밤일안로42번길 69 (하안동),2,2610,7370,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-08,개별,"전기,놀이터,운동시설",산책로,0,0,0,0,,"텐트,릴선",불가능
117,광주시민의 숲 야영장,지자체,광주광역시,북구,광주광역시 북구 월출동 968번지,62,613,6467,38,19,0,0,0,0,6,5,5,6,6,5,14,24,14,2015-05-26,개별,"전기,온수,놀이터",어린이놀이시설,114,0,0,0,걷기길,,불가능
118,괴강국민여가캠핑장,국민여가,충청북도,괴산군,충북 괴산군 괴산읍 충민로검승3길 10,,,,52,0,0,0,5,0,7,0,0,8,0,0,52,0,0,2016-01-31,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트_편의점","산책로,수영장",64,1,1,3,"여름물놀이,걷기길",,불가능
119,교동아일랜드,민간,인천광역시,강화군,인천 강화군 교동면 교동남로 275,32,934,5856,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2017-04-10,개별,"전기,온수,물놀이장,놀이터","산책로,낚시,강/물놀이",10,0,0,5,일몰명소,화로대,불가능
120,교래생태체험장,민간,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 교래4길 20-13,64,783,506,25,0,0,0,0,0,5,0,0,5,0,0,25,0,0,2016-02-05,개별,"전기,무선인터넷,온수,산책로,마트_편의점",,25,0,0,0,일몰명소,"텐트,릴선,화로대,난방기구,식기,침낭",불가능
121,교래자연휴양림 야영장,지자체,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 남조로 2023 ,64,784,7314,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-27,공동취사장,"무선인터넷,온수,물놀이장,산책로,운동장,마트_편의점","산책로,운동장",61,11,0,0,,,불가능
122,구룡레저타운야영장,민간,강원도,원주시,강원도 원주시 소초면 치악로 3403 ,,,,50,0,5,15,0,0,5,0,0,7,0,0,50,0,0,2015-06-18,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",수상레저,0,0,0,0,여름물놀이,,불가능
123,구룡자동차야영장(치악산국립공원),국립공원,강원도,원주시,강원 원주시 소초면 구룡마을길 14,33,732,5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998-07-30,개별,"전기,운동시설",,0,0,0,0,,,불가능
124,구름계곡캠핑장,민간,경기도,가평군,경기도 가평군 북면 제령리 219-2번지,,,,30,30,0,0,0,0,7,0,0,10,0,0,30,0,0,2017-04-10,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설,마트_편의점","계곡 물놀이,산책로,낚시,강/물놀이,어린이놀이시설",30,1,0,0,"수상레저,낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능
125,구름포오토캠핑장,민간,충청남도,태안군,충남 태안군 소원면 구름포길 117,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01,,"온수,운동시설",,0,0,0,0,,,불가능
126,구름포해수욕장카라반,민간,충청남도,태안군,충청남도 태안군 소원면 의항리 160-4,70,7719,6891,12,0,16,10,0,0,3,0,0,4,0,0,12,0,0,2016-12-19,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설","산책로,낚시,해수욕",40,2,2,6,여름물놀이,"릴선,화로대,난방기구,침낭",불가능
127,구리 토평 가족캠핑장,지자체,경기도,구리시,경기도 구리시 왕숙천로 11-140,31,550,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-08-16,,,,0,0,0,0,,,불가능
128,구마이오토캠핑장,민간,경상북도,상주시,경상북도 상주시 내서면 우서로 287-4 ,54,533,952,15,8,0,0,0,0,5,0,0,7,0,0,23,0,0,2015-07-01,개별,"전기,온수,놀이터",,3,0,0,0,,,불가능
129,구만동오토캠핑장,민간,강원도,인제군,강원도 인제군 북면 만해로 221 ,,,,0,100,0,0,0,0,10,0,0,10,0,0,100,0,0,2014-06-26,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설,마트_편의점",계곡 물놀이,50,0,0,0,여름물놀이,"릴선,화로대",불가능
130,구만산장 캠핑장,민간,경상남도,밀양시,경상남도 밀양시 산내면 봉의로 223-6 ,55,353,7252,47,0,0,0,0,0,6,0,0,8,0,0,47,0,0,2015-07-20,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,청소년체험시설",20,0,0,0,"여름물놀이,걷기길",,불가능
131,구미 캠핑장,지자체,경상북도,구미시,경북 구미시 낙동제방길 200 (양호동),54,480,2184,80,75,0,13,0,0,9,4,0,9,5,0,75,80,0,2017-07-07,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동장,운동시설",산책로,120,0,3,0,가을단풍명소,,불가능
132,구산오토캠핑장,지자체,경상북도,울진군,경상북도 울진군 기성면 구산리 산 70,54,788,9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-12-20,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,산책로,운동시설","산책로,강/물놀이",0,0,0,0,,,불가능
133,구수곡 자연휴양림,자연휴양림,경상북도,울진군,경상북도 울진군 북면 십이령로 2721 ,54,789,5470,40,0,0,0,0,0,4,3,0,4,3,0,10,30,0,2015-05-19,개별,"전기,온수,물놀이장,놀이터","계곡 물놀이,산책로,낚시,어린이놀이시설",25,0,4,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
134,구시포 노을 캠핑장,민간,전라북도,고창군,전라북도 고창군 구시포안길 38,,,,0,0,0,0,45,0,6,0,0,8,0,0,45,0,0,2016-01-14,개별,"전기,장작판매,온수,놀이터,산책로","산책로,운동장,수상레저,낚시,해수욕",40,0,1,0,"일몰명소,수상레저,낚시,여름물놀이,걷기길",,불가능
135,"카라반2696	",민간,경기도,남양주시,경기도 남양주시 화도읍 구암리 8-2,31,511,2696,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,2022-12-27,개별,"전기,무선인터넷,장작판매,온수,산책로","산책로,운동장,강/물놀이",14,2,1,13,"수상레저,여름물놀이",,불가능
136,구천계곡야영장,민간,경상남도,밀양시,경남 밀양시 단장면 도래재로 133-12,,,,0,24,0,0,0,0,8,8,0,8,7,0,13,10,0,2016-10-21,개별,"전기,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로,어린이놀이시설",20,0,0,0,"가을단풍명소,걷기길",,불가능
137,무주구천동카라반,민간,전라북도,무주군,전북 무주군 설천면 백련사길 20,63,322,2772,0,0,0,9,0,0,12,0,0,2,0,0,0,0,0,2016-07-07,개별,"전기,온수,운동시설","계곡 물놀이,산책로",13,0,0,13,"여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
138,국립가리왕산자연휴양림,자연휴양림,강원도,정선군,강원도 정선군 정선읍 가리왕산로 707 ,33,562,5833,25,20,0,0,0,0,0,0,0,0,0,0,25,20,0,2015-04-27,개별,"전기,온수,놀이터,운동장","계곡 물놀이,산책로",25,0,0,0,"여름물놀이,가을단풍명소",,불가능
139,국립검마산자연휴양림,자연휴양림,경상북도,영양군,경북 영양군 수비면 검마산길 191 ,54,682,9009,12,0,0,0,0,0,3,0,0,3,0,0,12,0,0,2015-04-29,개별,"온수,놀이터,산책로",산책로,46,0,3,0,"봄꽃여행,가을단풍명소,걷기길",,가능(소형견)
140,국립검봉산자연휴양림야영장,자연휴양림,강원도,삼척시,강원도 삼척시 원덕읍 임원안길 525-145 ,33,574,2553,7,15,0,0,0,0,0,0,0,0,0,0,22,0,0,2015-05-13,개별,"전기,온수,놀이터,마트_편의점","계곡 물놀이,산책로",11,0,0,0,가을단풍명소,,불가능
141,국립나주박물관 야외체험장,지자체,전라남도,나주시,전라남도 나주시 반남면 신촌리 277 ,61,330,7804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-13,,"놀이터,운동장",,0,0,0,0,,,불가능
142,국립남해편백자연휴양림,지자체,경상남도,남해군,경상남도 남해군 삼동면 금암로 658 ,55,867,7881,20,0,0,0,0,0,4,0,0,4,0,0,20,0,0,2015-04-27,개별,놀이터,"산책로,수영장",0,0,0,0,"일출명소,일몰명소,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
143,국립두타산자연휴양림,자연휴양림,강원도,평창군,강원 평창군 진부면 아차골길 132,33,334,8815,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2015-06-04,개별,"전기,놀이터,운동장,마트_편의점","계곡 물놀이,산책로",13,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
144,국립미천골자연휴양림,자연휴양림,강원도,양양군,강원도 양양군 서면 미천골길 115 ,33,673,1806,53,31,0,0,0,0,0,0,0,0,0,0,30,23,31,2015-05-28,개별,"놀이터,운동시설","계곡 물놀이,산책로",44,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
145,국립삼봉자연휴양림 야영장,자연휴양림,강원도,홍천군,강원도 홍천군 내면 상봉휴양길 276 ,33,435,8536,55,0,0,0,0,0,0,0,0,0,0,0,55,0,0,2015-05-29,개별,"놀이터,운동장","계곡 물놀이,산책로",27,0,0,0,"여름물놀이,가을단풍명소",,불가능
146,국립용화산자연휴양림,자연휴양림,강원도,춘천시,강원도 춘천시 사북면 사여골길 294,33,243,9261,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2015-05-22,개별,"전기,무선인터넷,온수,놀이터,산책로,운동장","계곡 물놀이,산책로",0,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
147,국립유명산자연휴양림(자동차),자연휴양림,경기도,가평군,경기도 가평군 설악면 가일리 산58-1,31,589,5487,0,20,0,0,0,0,10,0,0,6,0,0,20,0,0,2015-07-13,개별,"전기,온수,놀이터,산책로","계곡 물놀이,산책로",20,0,0,0,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
148,국립자연휴양림관리소,지자체,강원도,횡성군,강원도 횡성군 둔내면 청태산로 610 ,33,343,9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-29,,,,0,0,0,0,,,불가능
149,국립지리산 자연휴양림,지자체,경상남도,함양군,경상남도 함양군 마천면 마천삼정로 1256 ,55,963,8133,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-04,개별,놀이터,산책로,0,0,0,0,"봄꽃여행,가을단풍명소,걷기길",,불가능
